user_id,transaction_amount,days_active
1,23.463404498842955,207.10804003733014
2,150.50607154587604,146.58622565159595
3,65.83728467727246,215.20791404023853
4,45.64712768879766,224.42342981135292
5,8.481243523117314,222.3916179172416
6,8.479814595730259,243.23122902218486
7,2.991938430434034,233.35688618195616
8,100.56154322399698,218.36720316913747
9,45.954107681363226,197.19337154165413
10,61.562503085229515,133.56156265936033
11,1.0399653999569312,217.18472876530342
12,175.1778737579156,208.30750748652446
13,89.32147716773375,210.86315348781494
14,11.93438126244735,148.93005696718762
15,10.033949437483168,156.7577383836695
16,10.130571141612853,242.12611413331615
17,18.137686473023855,198.4177938457338
18,37.19639154304272,227.26002789490497
19,28.27685333901683,201.13273504521845
20,17.211149627697075,201.19024557982982
21,47.318543694989934,237.5313522390399
22,7.511726436366933,179.35821087130503
23,17.275775600120113,203.84483107763933
24,22.81386091104235,181.5089884517983
25,30.446734392988752,182.62015090270737
26,76.8968005515456,187.63311506125441
27,11.136793106434514,208.88535086534853
28,36.10145775165638,180.8500551334609
29,44.875236065488025,250.23024502294084
30,2.3781924878204275,164.21570791121985
31,46.7666510324805,192.52513423354563
32,9.348062598870822,182.410757669033
33,3.363196543965212,257.8791153741493
34,148.68438967534655,207.86219106046298
35,168.53151712305862,241.2737815787454
36,82.61657864064384,140.5775850785211
37,599.4249689484512,210.68201063477036
38,5.138865750125312,235.58523182493747
39,57.63753815493309,203.29135957101695
40,29.004542129269918,242.61921500261406
41,6.507611697722432,179.3084619959851
42,34.177361406707504,256.3738976074232
43,1.7496860721739542,291.95592494477
44,120.02114436965118,185.48645758241364
45,14.972888842034305,182.17989914396912
46,54.31278992824902,258.135379084708
47,18.677329082881183,263.1828858292285
48,36.70554479546143,179.08559891386926
49,39.561189899089875,183.1925273161657
50,10.219429975395288,188.7286156455797
51,174.64035663681133,146.2219795586289
52,74.61226885690704,163.25392214063208
53,140.25472096457912,159.83436932991728
54,112.60759987670983,169.28809739583485
55,45.55272061916375,198.61260450452875
56,127.47176896347025,209.36858930146082
57,4.6327729476557815,262.02001971256306
58,10.906734731563372,160.06583837044838
59,2.314098284341598,239.37289593906334
60,19.67660434015434,191.44044623097963
61,24.60651458971093,198.02145161390268
62,15.828022160441286,226.99277968666416
63,88.22789326204669,155.09111913750806
64,22.061349976493506,215.29638984736204
65,16.49014200671246,206.65808832852224
66,39.1203541603873,219.69805056032595
67,7.594907391031443,211.5667457563127
68,81.02417978873656,298.2120055964358
69,3.8737934405654504,174.49040062994737
70,216.70731697936597,178.7601217999273
71,73.97418881207557,175.07437894300944
72,11.076972025294298,177.7809152335898
73,0.2768710187967737,174.5045149077393
74,84.4948388743063,247.56066124430208
75,61.35479536935223,256.8201699195942
76,65.28314543939995,177.17014825002096
77,73.76072630217567,166.70577707583084
78,3.8464632756898176,218.85662225545616
79,22.194633620811626,177.91107822876114
80,6.157505230222482,225.31727271022044
81,99.42647858291113,208.116920834052
82,48.815059585618705,139.37023540011072
83,20.09094006256505,261.90020805320245
84,3.2834032902391446,271.8351069238209
85,18.624417520517685,175.48845238062455
86,19.665710659206567,184.49193760256063
87,65.39378919788705,211.4346156289962
88,50.744467946301,213.378271599481
89,109.11259562007574,226.3417709069132
90,31.95330666881549,280.408181550654
91,6.368619680775095,192.922110900238
92,62.45631721582997,168.06811021846184
93,71.5196376538432,144.82723087941892
94,41.19437474429144,170.76279840232323
95,73.69449833606822,198.6749210850481
96,34.0407365755139,271.7823145407115
97,36.98394193886335,179.29554803855314
98,27.890709695421368,208.95151806555594
99,1.2873886995056865,199.34308415708992
100,5.708371759593292,247.53573093792335
101,1.5966840646526912,301.0772970349449
102,50.58647754637747,178.76524908318717
103,18.869835439754993,180.42242229927112
104,35.52185885670951,241.76643508276288
105,119.06327649229877,227.27565958505247
106,14.336941149164916,273.86829302944136
107,26.41409874413363,223.35712741303854
108,70.43745737692917,185.62831636851763
109,12.990257845869701,223.62619322769237
110,4.0052139275088185,244.3481432233163
111,17.107015194352854,232.81928724789458
112,8.790417925003142,220.2909612442919
113,132.74750429403124,242.66698758356614
114,82.54435402422847,246.7718236178269
115,50.174709526026554,255.2863596415011
116,102.57598652604065,225.94839550358572
117,81.39844703702782,193.31527678732581
118,10.324773817931954,205.8685474573329
119,111.54067026177805,248.26035866033428
120,38.7549950983086,167.32257316051056
121,82.36741456517831,214.74693235491605
122,113.21213246431157,184.26644750690556
123,19.136535820915924,201.1497929173927
124,5.829608006192542,251.13807450429195
125,12.934337306969068,207.64396272079614
126,27.85288463743072,201.85746192624595
127,85.19148633194725,145.60575436080325
128,98.56724859399166,229.85014264108884
129,0.34882045908253234,225.819367245643
130,35.74380796692779,286.5301889322184
131,513.2596548727378,187.68887060187996
132,12.558366913791225,208.76601310655755
133,6.3840195772823405,209.9753473484302
134,20.595428993121622,263.098131190539
135,143.15605613455747,196.1881787045219
136,19.51919014407372,211.16086103081358
137,36.5726402880076,224.31586038866158
138,60.70434884404274,207.46436492625432
139,22.598724948348117,182.14265541797886
140,178.38990691458497,207.76359971593232
141,164.1004932270699,242.94526999439088
142,14.503064749610264,158.9393880235576
143,34.382963923192364,205.31878696587503
144,17.89652300395234,171.99516740243308
145,16.762483819054086,247.8018651569937
146,1.8792238882761265,139.072523808649
147,47.02460354912966,177.64312610913646
148,34.925981641481926,215.08847500258082
149,2.642554369019624,262.62096116937363
150,16.331296050518468,197.3699895570805
151,119.44304755446701,177.79201893227207
152,13.693027607103852,275.2462827776236
153,7.8265430492734875,142.07944398335025
154,33.613605473681815,112.04776173519673
155,212.20184913076298,217.6005780021333
156,13.85724067798631,179.91783102589557
157,55.75775051486467,159.15068731477146
158,71.69438131197315,228.33425789197412
159,13.566658616790289,209.75202855084797
160,65.1374464246158,177.43685477053086
161,22.9261399632152,148.78782405316423
162,50.02518738658856,234.89829313120578
163,50.19189135688191,226.00804711834644
164,38.36926249761744,196.03296544882468
165,4.7314579405810475,273.8654798419066
166,90.18223971231485,157.1966093469539
167,19.34051468336983,138.97899316301044
168,10.321605330377826,172.32367720475023
169,2.0814879897172602,198.17655934578008
170,44.68892022972917,209.73357797290768
171,56.592586713367446,190.3505576857468
172,0.836347377923531,214.08221586057186
173,35.88152922747442,149.93842303238225
174,12.841207352747883,257.7505841629304
175,51.806217077384595,196.71395286429726
176,9.580211126956687,244.6918332635251
177,58.71062637838595,213.70901385510817
178,24.44793504905509,218.27012876615134
179,138.01719089021535,222.79069120928816
180,7.3972206719639475,1089.5417120034629
181,20.856621699758588,225.70891039470175
182,6.022214251849821,253.16610120529725
183,129.30951985753617,207.8608467880588
184,104.9166853580497,228.36015030354048
185,14.916368503074445,196.41057222851094
186,53.93813695219573,257.6046886179789
187,84.97420363196106,172.9443079176292
188,40.506618034325406,272.0376173164326
189,37.713970509697305,198.39368197422627
190,13.843852271895157,142.76899591527808
191,4.886307023747037,205.12417659643157
192,113.75616125972614,172.75793370100476
193,115.33872138242134,233.62574195954898
194,50.13349597414424,173.89504082790435
195,20.702325490566196,182.15266267140882
196,21.478380790582197,124.41837076217877
197,64.7232714863559,181.90774723003693
198,113.70486745536262,103.04482693484174
199,109.05662846983066,136.64388706057107
200,75.67810959654516,230.4165862457719
201,51.36553467838525,231.4320063460333
202,4.394586309804203,217.01830247139858
203,8.814710734170575,161.32095427483148
204,114.41152500887529,198.0915457543208
205,46.624697348279476,199.85589843637726
206,0.46198028054972046,153.6654124322983
207,5.349845071797466,260.135932070686
208,54.45811936451205,235.09449162302684
209,0.25372185258985014,191.16143304681344
210,8.765790805209953,201.07543355978123
211,39.78489230694658,208.3353123179021
212,58.86576433274063,118.33060526302837
213,52.77207410676243,190.1129046991761
214,12.697493365401225,172.72063008008806
215,62.27086444492694,159.93519960420338
216,13.541187952640296,188.7559882845618
217,19.681745445904223,271.9074610739809
218,68.61787758328953,225.6337144506804
219,52.43869071513841,177.15284040868812
220,94.59780387317005,222.90331125424635
221,53.590664408488124,255.97421746344008
222,42.00221527936287,236.98534731651074
223,4.917853072420524,202.38521479680696
224,22.920815360351003,174.12252889177705
225,15.408007392941558,227.92893254454358
226,13.985010183121064,215.73941541686997
227,180.61547030814629,235.8077288011093
228,24.969374852001188,225.40687206727878
229,111.30276056242614,241.9821086127734
230,49.86671928682416,178.59059153757727
231,79.19126263441999,252.69576262537302
232,34.921766219438524,207.90398418769598
233,43.00779513207925,283.0104349050106
234,33.914671667084676,172.43248727641728
235,10.860744766261925,269.43855212661
236,64.0880901532902,207.9164313385059
237,16.478868418313148,173.94327985542208
238,1.2308240540344306,180.64456663782713
239,51.848439314763695,187.1861076722272
240,9.746678511241134,216.96663785607666
241,141.05415736366515,220.91341952142
242,153.87812063940117,177.05199984245684
243,123.17549423169207,199.0258163095607
244,23.114369824868337,285.6908143444746
245,0.7788657685972191,269.10172680402843
246,131.7761728665945,217.4529467869613
247,27.946913852653065,201.520139126728
248,170.0421008061028,204.80125306873046
249,165.68677380651027,224.54071890921665
250,95.86935085897095,159.0882973920638
251,17.438803408608013,189.7049385030662
252,24.31459660493468,133.25663704489642
253,95.23633262390399,215.96892490421118
254,19.057311571535855,225.88783758810965
255,9.28593081478774,180.67254150802503
256,40.68684960301139,262.9594705316013
257,137.5646735403521,150.96937347990635
258,59.541279887896856,141.4250047916072
259,42.205616821782776,208.9780727423989
260,5.111409867466144,241.88393210448618
261,47.726535775885885,1336.7855382915739
262,230.52848739231587,181.6446294852424
263,7.546029332113208,243.14723333725183
264,36.524766249075185,198.4596612199717
265,104.93043189503972,193.09490800236722
266,67.5017124176835,235.3463974994669
267,59.70372126508365,226.0929151365368
268,60.61437781122449,136.94431372063002
269,22.274617115747457,259.06161398903583
270,17.37810421335476,1786.4255791612864
271,82.86872536298561,174.97749193961883
272,83.06640995435144,215.83214133749635
273,100.89750236839575,219.76120745130956
274,122.23079809183182,210.42695063295628
275,35.80466184664519,177.9877938461832
276,-34.809218877559964,173.13506528247794
277,80.04749661542438,198.97783716034218
278,52.48595374439001,246.90916077037457
279,60.52753242557585,221.7440061837773
280,79.43097374771024,185.17542671655576
281,110.36617381733835,230.86794842593378
282,20.62412035688271,86.05829517479698
283,23.546839436377816,245.95062801488413
284,4.934801959368028,130.41144884887603
285,43.170701330471736,185.50236234387472
286,1.83020521054285,155.21320421495426
287,31.33034740910548,148.21274097116378
288,39.1147292843563,246.43307149514078
289,16.881533015726124,181.29195194752435
290,44.68162650730876,213.86015526922864
291,1.5487531050737273,198.12317684483264
292,1.903174964139469,219.08163308892486
293,86.46756847690679,203.07287564241022
294,22.329251210387234,148.6803110324572
295,6.7944520648713995,239.8506727778856
296,36.93267941395078,180.2497366735475
297,73.48239702228676,137.73672405360998
298,12.155900171495167,182.8753935613635
299,48.760980932824644,260.03039162537243
300,4.460551449494864,234.00886968453972
301,2.6532547955154704,186.05391462368564
302,37.89544703127605,186.02969182726284
303,38.89552213473711,187.1345979513047
304,50.7268724102308,283.06991934243365
305,64.74802814583421,215.27741808926214
306,186.17785043499964,217.20166588764278
